,x,y,cluster,text,title
0,-53.85013237812025,-48.38606327723403,20,"Москва. 18 сентября. INTERFAX.RU - Украинская ""ДТЭК Энерго"" получила четвертую в текущем году партию антрацита из ЮАР в размере 75 тыс. тонн, увеличив таким образом общий объем импорта угля из этой страны до 300 тыс. тонн. В ближайшее время компания рассчитывает получить еще одну партию южноафриканского угля объемом 75 тыс. тонн.

Как сообщила пресс-служба компании, балкер с четвертой в этом году партией антрацита прибыл в порт ""Южный"" (Одесская область). Антрацит предназначен для Приднепровской и Криворожской ТЭС ""ДТЭК Энерго"".

""После разгрузки в порту ""Южный"" уголь направится на склады Приднепровской и Криворожской ТЭС для того, чтобы станции имели ресурс для работы в осенне-зимний период"", - говорится в сообщении.

Первое судно с 75 тыс. тонн антрацита для теплоэлектростанций ""ДТЭК"" прибыло на Украину 25 мая, второе - 23 июля, третье - 14 августа. Всего в ЮАР компания законтрактовала 675 тыс. тонн угля.

Украина располагает крупными запасами энергетического угля, сосредоточенными в основном на востоке страны. Необходимость импорта угля обусловлена длящейся уже несколько месяцев транспортной блокадой неподконтрольной Киеву части Донбасса. В украинской энергетике 5 месяцев (до середины июля) действовал режим ЧС из-за нехватки углей энергетических марок.

Россия в январе-июле 2017 года была крупнейшим поставщиком импортного энергетического угля на Украину, обеспечив более 80% поставок. Кроме того, энергетический уголь ввозился из ЮАР и Польши.

В середине сентября Украина получила первую партию угля из США.",Украина нарастила закупки угля в ЮАР в преддверии отопительного сезона
1,14.414451533010455,-67.2239457407166,21,"В порт ""Южный"" прибыл балкер с 75 тыс. тонн антрацита для группы ДТЭК. Это уже четвертая партия из ЮАР (первая была 25 мая), уголь поступит на склады Криворожской и Приднепровской ТЭС, сообщает пресс-служба ДТЭК.

""Это уже четвертая партия южноафриканского антрацита, в рамках программы по подготовке наших ТЭС к прохождению отопительного сезона. Мы ожидаем еще один балкер с 75 тыс. тонн антрацита на следующей неделе. После потери наших антрацитовых шахт и увеличению нагрузки на марку Г, импорт угля является вынужденным, хотя и временным решением для нашей компании. При этом компания ДТЭК продолжает работу по переводу антрацитовые станции на газовый уголь, который добывается в украинских шахтах. Первыми в инвестиционной программе перевода стоят два блока Приднепровской ТЭС"", - рассказал коммерческий директор ДТЭК Энерго Виталий Бутенко.

Всего из ЮАР должно поступить 675 тыс. тонн угля.

Стоит отметить, что выработка электроэнергии антрацитовыми ТЭС ДТЭК составляет более 560 млн. кВтч, и они суммарно сжигают почти 10 тыс. тонн угля в сутки. Об этом сообщает ЛІГАБізнесІнформ.

""В сентябре ГП ""МТП ""Южный"" планирует принять для различных грузовладельцев шесть судов с энергетическим и коксующимся углем общим объемом более 530 тыс. тонн"", - говорится в сообщении пресс-службы ""Южного"" порта.","В порт ""Южный"" прибыла партия угля из ЮАР – 75 тыс. тонн"
2,58.50087309722394,-55.53041884710145,24,"В Украину прибыло четвертое судно с антрацитом из Южно-Африканской республики ЮАР для энергохолдинга ДТЭК. Об этом сообщила пресс-служба компании.

Отмечается, что это уже четвертая партия южноафриканского антрацита в рамках программы по подготовке наших ТЭС к прохождению отопительного сезона.

По словам коммерческого директора ДТЭК Энерго Виталия Бутенко, ожидается еще один балкер с 75 тыс. тонн антрацита.

""После потери наших антрацитовых шахт и увеличения нагрузки на марку Г, импорт угля является вынужденным хотя и временным решением для нашей компании. Наша главная задача – пройти зиму и обеспечить население электроэнергией и теплом"", – сказал он.

В сообщении уточняется, что ДТЭК продолжает работу по переводу энергоблоков теплоэлектростанций с антрацита на газовый уголь, который добывается в украинских шахтах, и первыми в инвестиционной программе перевода уже стоят 2 блока Приднепровской ТЭС.

Источник: korrespondent.net",Импорт африканского угля в Украину продолжается
3,45.39900506930545,-25.844055147591764,3,"20 сентября 2017 года подача воды будет остановлена в с. Новый Донбасс, с.Красноярське, с.Первомайское, с.Анновка (частично). Об этом сообщает Добропольская районная государственная администрация.

В связи с плановым ремонтом ""ДТЭК Донецкоблэнерго"" на ЛЭП 35 кВ Котляревка - Карловка и остановкой электроснабжения Покровской фильтровальной станции (с.Карловка), 20.09.2017 подача воды будет остановлена с 8.00 до окончания ремонтных работ и заполнения водой зданий, мигистральних водоводов . Вода будет отсутствовать в с. Новый Донбасс, с.Красноярське, с.Первомайское, с.Анновка (частично).

Обращаемся к жителям этих населенных пунктов по обеспечению необходимого запаса воды.",20 сентября временно будет прекращена подача воды в некоторых селах Добропольского района
4,6.500396314809715,43.9115643366481,0,"18.09.2017 09:31

Приоритетом столичных властей является возвращение активов и имущества, которые были переданы в управление ""Киевэнерго"". Об этом мэр Киева Виталий Кличко заявил во время выступления на заседании Киевсовета. По его словам, правительство Украины еще в 2015 году включило пакет акций ""Киевэнерго"" 25%+1 в перечень объектов государственной собственности, подлежащих приватизации в 2015-2017 годах.

""Сегодня главным приоритетом для города является возвращение активов и имущества, переданные ""Київенерго"", которые принадлежат по праву киевской громаде"", - сказал Кличко.

По его словам, правительство Украины еще в 2015 году включило пакет акций ""Киевэнерго"" 25%+1 в перечень объектов государственной собственности, подлежащих приватизации в 2015-2017 годах.

""Звучат определенные мнения, что КГГА должна была бы приобрести эти акции и в то же время получить влияние на ""Киевэнерго"". Обращаю ваше внимание на то, что согласно действующему законодательству, органы государственной власти не могут быть покупателями объектов приватизации"", - отметил Кличко.

По его словам, наличие пакета акций в объеме 25%+1 не дает никакой возможности для осуществления эффективного влияния на принятие управленческих решений, а также на финансово-хозяйственную деятельность ""Киевэнерго"".

""Поэтому есть вопрос, целесообразно ли городу тратить на приобретение части акций частного общества 130 миллионов гривень бюджетных средств, если реального влияния на его деятельность город не получит, и является ли это обоснованной инвестицией на современном этапе?"", - отметил он.

Кличко подчеркнул, что прокуратурой Киева установлен факт нарушения законодательства во время выбытия из коммунальной собственности в 2004-2006 годах 12,72% пакета акций ""Киевэнерго"", 67% акций ""Киевводоканал"" и 60%+1 ""Киевгаз"". ""Соответствующий иск направлен прокуратурой в хозяйственный суд на прошлой неделе. Первое заседание суда назначено на 12 октября"", - сказал городской голова.

Как сообщал NewsNetwork, долг Киева за отопление и горячую воду составил 2,6 млрд грн.

От продажи блокпакетов акций облэнерго, бюджет получил 3,053 млрд.

Запланированная на 2018 год продажа госпакетов акций облэнерго может принести в государственный бюджет около 20-22 млрд гривен при условии внедрения стимулирующего тарифообразования (RAB-регулирование).

Напродавались: 25% пакетов акций ""Киевэнерго"" хотят вернуть столице. Прокуратура подала иск.

ФГИ ""пустил с молотка"" 25% госакций ""Днепроэнерго"" и ""Днепрооблэнерго"".

ФГИ Парфененко не смог ""пустить с молотка"" 25% госпакета акций ""Одессаоблэнерго"".

Кто эти иностранные претенденты на приватизацию облэнерго?

За годы независимости Украины ФГИ ""влил"" в госказну 118,5 млрд.

""Операция приватизация"" или как Нефедов хвастался прибылью от госпредприятий.

Next auction: ФГИ ""пустил с молотка"" 25% акций ""Киевэнерго"", ""ДТЭК Западэнерго"" по стартовой цене.

У Парфененко трудятся в полную силу: ФГИ ""пустил с молотка"" первые 25% госакций облэнерго.

Не так давно анонсированные RAB-тарифы заставят облэнерго беспокоиться не только о затратах, но и о сетях.

Чего ждать от визита министра энергетики США Рика Перри? В повестке: облэнерго, приватизация.

Дореформировались! Облэнерго переведут на ""стимулирующие"" тарифы, которые обогатят их владельцев.

Премьер о теробщинах, транспортной отрасли и отборе руководителей в набсоветы госкомпаний.

""Великая распродажа"": Государство продает свою долю в 8 облэнерго.

ТОП-100 госкомпаний получили 40 млрд прибыли, ведь над этим ""усердно трудится"" МЭРТ.

Госбюджет получил всего 100 млн за I полугодие, но ФГИ усердно трудится.","Имущество и активы ""Киевэнерго"" должны вернуть киевской громаде, - мэр"
5,-5.579544445775911,-46.998649594980776,20,"В Украину прибыло четвертое судно Panamax Semiramis с 80 тыс. тонн антрацитового угля из Южно-Африканской Республики (ЮАР).

Об этом сообщает пресс-служба порта ""Южный"", куда прибыл антрацит.

Судно пришвартовалось еще вчера ночью, 17 сентября.

С начала года это четвертый балкер для тепловых электростанций энергохолдинга ДТЭК, - сказано в сообщении госпредприятия.

Порт начал работать с импортным энергетическим углем еще с 2014 года. Указано, что в 2017 году энергетикам отправлено более 300 тыс. тонн антрацита и металлургам более 1 млн тонн коксующегося угля.

В сентябре ГП ""Морской торговый порт ""Южный"" планирует принять для различных грузовладельцев шесть судов с энергетическим и коксующимся углем общим объемом более 530 тыс. тонн, - добавили в пресс-службе порта.

Отметим, что с начала года в Украине потребление антрацитовой группы угля уменьшилось на 3,5 миллиона тонн.

В Кабмине напомнили, что более 600 дней Украина обходится без российкого газа, а украинские госкомпании постепенно перестали закупать и российский уголь.

В январе-августе 2017 года Украина импортировала 11 млн 215,24 тыс. тонн угля каменного и антрацита (код ТНВЭД 2701) на общую сумму 1 млрд 685,139 млн долларов, в том числе в августе — на 212,998 млн долларов.",В Украину прибыла четвертая партия антрацита из ЮАР
6,39.43153128982281,-78.51693539713375,10,"В порт ""Южный"" (Одесская обл.) прибыл четвертый в текущем году балкер с 75 тыс. т антрацита из ЮАР для Приднепровской и Криворожской ТЭС ""ДТЭК Энерго"", сообщила пресс-служба компании в понедельник.

""Балкер Semiramis доставил в Украину 75 тыс. т южноафриканского антрацита. После разгрузки в порту ""Южный"" уголь направится на склады Приднепровской и Криворожской ТЭС для того, чтобы станции имели ресурс для работы в осенне-зимний период"", - говорится в сообщении.

По ее данным, в августе ДТЭК включал эти станции, чтоб поддержать стабильность энергоснабжения страны в период летнего пика потребления электроэнергии. Отпуск электроэнергии антрацитовыми ТЭС ДТЭК увеличилась почти в 2,5 раза по сравнению с предыдущим июлем – до 564 млн. кВт-ч. При таком режиме работы станции суммарно сжигали порядка 10 тыс. т в сутки.

""Мы ожидаем еще один балкер с 75 тыс. т антрацита на следующей неделе. После потери наших антрацитовых шахт и увеличения нагрузки на марку ""Г"" импорт угля является вынужденным, хотя и временным решением для нашей компании"", - отметил коммерческий директор ""ДТЭК Энерго"" Виталий Бутенко.

Таким образом, в рамках заключенного контракта ДТЭК уже импортировал в Украину 300 тыс. т антрацита из ЮАР. Первое судно с 75 тыс. т антрацита для теплоэлектростанций ДТЭК прибыло в Украину 25 мая, второе – 23 июля, третье – 14 августа. Всего в ЮАР компания законтрактовала 675 тыс. т угля.

ДТЭК создан в 2005 году для управления энергетическими активами группы ""Систем Кэпитал Менеджмент"" (СКМ) Рината Ахметова. Корпорации делегированы функции по стратегическому управлению предприятиями группы, составляющими вертикально интегрированную цепочку по добыче и обогащению угля, производству и реализации электроэнергии.

Источник: Интерфакс-Украина",Четвертое судно с углем из ЮАР для ДТЭК прибыло в Украину
7,34.593697295394314,-83.17240724630366,10,"В порт ""Южный"" (Одесская обл.) прибыл четвертый в текущем году балкер с 75 тыс. тонн антрацита из ЮАР для Приднепровской и Криворожской ТЭС ""ДТЭК Энерго"", сообщила пресс-служба компании в понедельник.

""Балкер Semiramis доставил в Украину 75 тыс. тонн южноафриканского антрацита. После разгрузки в порту ""Южный"" уголь направится на склады Приднепровской и Криворожской ТЭС для того, чтобы станции имели ресурс для работы в осенне-зимний период"", — говорится в сообщении.

По ее данным, в августе ДТЭК включал эти станции, чтоб поддержать стабильность энергоснабжения страны в период летнего пика потребления электроэнергии. Отпуск электроэнергии антрацитовыми ТЭС ДТЭК увеличилась почти в 2,5 раза по сравнению с предыдущим июлем — до 564 млн кВт-ч. При таком режиме работы станции суммарно сжигали порядка 10 тыс. тонн в сутки.

""Мы ожидаем еще один балкер с 75 тыс. тонн антрацита на следующей неделе. После потери наших антрацитовых шахт и увеличения нагрузки на марку ""Г"" импорт угля является вынужденным, хотя и временным решением для нашей компании"", — отметил коммерческий директор ""ДТЭК Энерго"" Виталий Бутенко.

Таким образом, в рамках заключенного контракта ДТЭК уже импортировал в Украину 300 тыс. тонн антрацита из ЮАР. Первое судно с 75 тыс. тонн антрацита для теплоэлектростанций ДТЭК прибыло в Украину 25.05.2017 года, второе — 23.07.2017 года, третье — 14.08.2017 года. Всего в ЮАР компания законтрактовала 675 тыс. тонн угля.

ДТЭК создан в 2005 году для управления энергетическими активами группы ""Систем Кэпитал Менеджмент"" (СКМ) Рината Ахметова. Корпорации делегированы функции по стратегическому управлению предприятиями группы, составляющими вертикально интегрированную цепочку по добыче и обогащению угля, производству и реализации электроэнергии.

Источник: Интерфакс-Украина","Четвертое судно с углем из ЮАР для ТЭС ""ДТЭК"" прибыло в Украину"
8,-1.8845619496581552,-63.443108874655714,20,"Судно доставило 80 тыс. тонн дефицитного угля

Одесса, Украина, 18 сентября 2017, 13:13 — REGNUM Четвертый балкер с антрацитом из ЮАР начали 17 сентября разгружать в морском торговом порту (МТП) ""Южный"" в Одесской области, сообщает пресс-служба порта.

Согласно сообщению, очередное судно Panamax Semiramis из Южной Африки доставило 80 тыс. тонн антрацитового топлива на Украину. Весь уголь предназначен для Приднепровской и Криворожской ТЭС крупнейшего энергохолдинга Украины ДТЭК.

Отмечается, что в сентябре 2017 года МТП ""Южный"" намерен принять еще шесть балкеров с энергетическим и коксующимся углем общим объемом более 530 тыс. тонн. Следующая партия угля антрацитовой группы из ЮАР прибудет в порт ориентировочно 19 сентября.

Напомним, ДТЭК заключило контракт с компаниями из ЮАР на поставку до конца 2017 года 675 тыс. тонн антрацита. Не считая четвертого судна, на станции ДТЭК уже было поставлено 225 тыс. южноафриканского угля антрацитовой группы. Помимо этого, ранее на Украину пришел первый балкер из США с антрацитом для ""Центрэнерго"".",В одесский порт прибыл четвертый балкер с антрацитом
9,4.080104539692003,-72.20712435686738,21,"В порт Южный прибыл балкер с 75 тыс. т антрацита из ЮАР для группы ДТЭК

Фото: iStock/Global Images Ukraine

В порт Южный прибыл балкер с 75 тыс. т антрацита для группы ДТЭК бизнесмена Рината Ахметова. Это - четвертая партия угля из ЮАР, который направится на склады Криворожской и Приднепровской ТЭС, сообщает пресс-служба ДТЭК.

В августе ДТЭК вынужден был включать эти станции, чтоб поддержать стабильность энергоснабжения страны в период летнего пика потребления электроэнергии. Выработка электроэнергии антрацитовыми ТЭС ДТЭК увеличилась в 2,5 раза по сравнению с предыдущим месяцем - до 564 млн кВтч. При таком режиме работы станции суммарно сжигали порядка 10 тыс. тонн в сутки.

""Это уже четвертая партия южноафриканского антрацита, в рамках программы по подготовке наших ТЭС к прохождению отопительного сезона. Мы ожидаем еще один балкер с 75 тыс. тонн антрацита на следующей неделе. После потери наших антрацитовых шахт и увеличению нагрузки на марку Г, импорт угля является вынужденным, хотя и временным решением для нашей компании. При этом компания ДТЭК продолжает работу по переводу антрацитовые станции на газовый уголь, который добывается в украинских шахтах. Первыми в инвестиционной программе перевода стоят два блока Приднепровской ТЭС"", - рассказал коммерческий директор ДТЭК Энерго Виталий Бутенко.

В рамках заключенного контракта ДТЭК уже импортировал в Украину 225 тыс. т антрацита из ЮАР. Первое судно с 75 тыс. т антрацита для теплоэлектростанций ДТЭК прибыло в Украину 25 мая. Всего в ЮАР компания законтрактовала 675 тыс. т угля.

Как сообщалось ранее, до конца года ожидается поставка в Украину 700 тыс. тонн энергетического угля из США.

ЛIГАБiзнесIнформ
Информационное агентство
www.liga.net",ДТЭК Ахметова получила четвертую партию угля из ЮАР
